Company Name,Industry,Symbol,Series,ISIN Code
J.K. Cement Ltd.,Construction Materials,JKCEMENT,EQ,INE823G01014
JBM Auto Ltd.,Automobile and Auto Components,JBMA,EQ,INE927D01051
JK Tyre & Industries Ltd.,Automobile and Auto Components,JKTYRE,EQ,INE573A01042
JM Financial Ltd.,Financial Services,JMFINANCIL,EQ,INE780C01023
JSW Cement Ltd.,Construction Materials,JSWCEMENT,EQ,INE718I01012
JSW Dulux Ltd.,Consumer Durables,JSWDULUX,EQ,INE133A01011
JSW Energy Ltd.,Power,JSWENERGY,EQ,INE121E01018
JSW Infrastructure Ltd.,Services,JSWINFRA,EQ,INE880J01026
JSW Steel Ltd.,Metals & Mining,JSWSTEEL,EQ,INE019A01038
Jain Resource Recycling Ltd.,Metals & Mining,JAINREC,EQ,INE0YD401026
Jaiprakash Power Ventures Ltd.,Power,JPPOWER,EQ,INE351F01018
Jammu & Kashmir Bank Ltd.,Financial Services,J&KBANK,EQ,INE168A01041
Jindal Saw Ltd.,Capital Goods,JINDALSAW,EQ,INE324A01032
Jindal Stainless Ltd.,Metals & Mining,JSL,EQ,INE220G01021
Jindal Steel Ltd.,Metals & Mining,JINDALSTEL,EQ,INE749A01030
Jio Financial Services Ltd.,Financial Services,JIOFIN,EQ,INE758E01017
Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD,EQ,INE797F01020
Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA,EQ,INE0BY001018
Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA,EQ,INE700A01033
Jupiter Wagons Ltd.,Capital Goods,JWL,EQ,INE209L01016
Jyoti CNC Automation Ltd.,Capital Goods,JYOTICNC,EQ,INE980O01024
K.P.R. Mill Ltd.,Textiles,KPRMILL,EQ,INE930H01031
KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027
KPIT Technologies Ltd.,Information Technology,KPITTECH,EQ,INE04I401011
Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER,EQ,INE217B01036
Kalpataru Projects International Ltd.,Construction,KPIL,EQ,INE220B01022
Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,EQ,INE303R01014
Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA,EQ,INE036D01028
Kaynes Technology India Ltd.,Capital Goods,KAYNES,EQ,INE918Z01012
Kec International Ltd.,Construction,KEC,EQ,INE389H01022
Kfin Technologies Ltd.,Financial Services,KFINTECH,EQ,INE138Y01010
Kirloskar Oil Eng Ltd.,Capital Goods,KIRLOSENG,EQ,INE146L01010
Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK,EQ,INE237A01036
Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS,EQ,INE967H01025
L&T Finance Ltd.,Financial Services,LTF,EQ,INE498L01015
L&T Technology Services Ltd.,Information Technology,LTTS,EQ,INE010V01017
LG Electronics India Ltd.,Consumer Durables,LGEINDIA,EQ,INE324D01010
LIC Housing Finance Ltd.,Financial Services,LICHSGFIN,EQ,INE115A01026
LT Foods Ltd.,Fast Moving Consumer Goods,LTFOODS,EQ,INE818H01020
LTM Ltd.,Information Technology,LTM,EQ,INE214T01019
Larsen & Toubro Ltd.,Construction,LT,EQ,INE018A01030
Latent View Analytics Ltd.,Information Technology,LATENTVIEW,EQ,INE0I7C01011
Laurus Labs Ltd.,Healthcare,LAURUSLABS,EQ,INE947Q01028
Leela Palaces Hotels & Resorts Ltd.,Consumer Services,THELEELA,EQ,INE0AQ201015
Lemon Tree Hotels Ltd.,Consumer Services,LEMONTREE,EQ,INE970X01018
Lenskart Solutions Ltd.,Consumer Services,LENSKART,EQ,INE956O01016
Life Insurance Corporation of India,Financial Services,LICI,EQ,INE0J1Y01017
Linde India Ltd.,Chemicals,LINDEINDIA,EQ,INE473A01011
Lloyds Metals And Energy Ltd.,Metals & Mining,LLOYDSME,EQ,INE281B01032
Lodha Developers Ltd.,Realty,LODHA,EQ,INE670K01029
Lupin Ltd.,Healthcare,LUPIN,EQ,INE326A01037
MMTC Ltd.,Services,MMTC,EQ,INE123F01029
MRF Ltd.,Automobile and Auto Components,MRF,EQ,INE883A01011
Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL,EQ,INE002S01010
Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN,EQ,INE774D01024
Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M,EQ,INE101A01026
Manappuram Finance Ltd.,Financial Services,MANAPPURAM,EQ,INE522D01027
Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL,EQ,INE103A01014
Mankind Pharma Ltd.,Healthcare,MANKIND,EQ,INE634S01028
Marico Ltd.,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026
Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI,EQ,INE585B01010
Max Financial Services Ltd.,Financial Services,MFSL,EQ,INE180A01020
Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH,EQ,INE027H01010
Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01020
Meesho Ltd.,Consumer Services,MEESHO,EQ,INE0VDM01015
Minda Corporation Ltd.,Automobile and Auto Components,MINDACORP,EQ,INE842C01021
Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,MSUMI,EQ,INE0FS801015
Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027
MphasiS Ltd.,Information Technology,MPHASIS,EQ,INE356A01018
Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01043
Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN,EQ,INE414G01012
NATCO Pharma Ltd.,Healthcare,NATCOPHARM,EQ,INE987B01026
NBCC (India) Ltd.,Construction,NBCC,EQ,INE095N01031
NCC Ltd.,Construction,NCC,EQ,INE868B01028
NHPC Ltd.,Power,NHPC,EQ,INE848E01016
NLC India Ltd.,Power,NLCINDIA,EQ,INE589A01014
NMDC Ltd.,Metals & Mining,NMDC,EQ,INE584A01023
NMDC Steel Ltd.,Metals & Mining,NSLNISP,EQ,INE0NNS01018
NTPC Green Energy Ltd.,Power,NTPCGREEN,EQ,INE0ONG01011
NTPC Ltd.,Power,NTPC,EQ,INE733E01010
Narayana Hrudayalaya Ltd.,Healthcare,NH,EQ,INE410P01011
National Aluminium Co. Ltd.,Metals & Mining,NATIONALUM,EQ,INE139A01034
Nava Ltd.,Power,NAVA,EQ,INE725A01030
Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR,EQ,INE048G01026
Nestle India Ltd.,Fast Moving Consumer Goods,NESTLEIND,EQ,INE239A01024
Netweb Technologies India Ltd.,Information Technology,NETWEB,EQ,INE0NT901020
Neuland Laboratories Ltd.,Healthcare,NEULANDLAB,EQ,INE794A01010
Newgen Software Technologies Ltd.,Information Technology,NEWGEN,EQ,INE619B01017
Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA,EQ,INE298J01013
Niva Bupa Health Insurance Company Ltd.,Financial Services,NIVABUPA,EQ,INE995S01015
Nuvama Wealth Management Ltd.,Financial Services,NUVAMA,EQ,INE531F01023
Nuvoco Vistas Corporation Ltd.,Construction Materials,NUVOCO,EQ,INE118D01016
